Column1,code_2,category,description_2,code_3,description_3,abbreviations,id,link
69,C18,Colon Cancer,Malignant neoplasm of colon,C18.0,Malignant neoplasm of cecum,C18 | C18.0 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma  | Cecum cancer | Cecal Cancer ,805aee42-5a3a-55b9-9fba-925506d9b5de,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.0
70,C18,Colon Cancer,Malignant neoplasm of colon,C18.1,Malignant neoplasm of appendix,C18 | C18.1 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma | appendiceal cancer |  Appendiceal Adenocarcinoma | ,8828a09a-6285-5833-931d-07872763b587,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.1
71,C18,Colon Cancer,Malignant neoplasm of colon,C18.2,Malignant neoplasm of ascending colon,C18 | C18.2 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma  | Ascending Colon Cancer | ,6b3f0f7c-dd55-55cb-96fb-210eb30a9bc6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.2
72,C18,Colon Cancer,Malignant neoplasm of colon,C18.3,Malignant neoplasm of hepatic flexure,C18 | C18.3 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma | Hepatic Flexure Colon Cancer |,dd9ae3a0-77db-5634-9ea1-50003b71d6d0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.3
73,C18,Colon Cancer,Malignant neoplasm of colon,C18.4,Malignant neoplasm of transverse colon,C18 | C18.4 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma | Transverse Colon Cancer |,e1e9d0a0-9c35-528f-bbc9-84b79c6b03bd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.4
74,C18,Colon Cancer,Malignant neoplasm of colon,C18.5,Malignant neoplasm of splenic flexure,C18 | C18.5 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma | Splenic Flexure Colon Cancer | ,907e7dea-c574-5424-9229-df0c4fe63d99,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.5
75,C18,Colon Cancer,Malignant neoplasm of colon,C18.6,Malignant neoplasm of descending colon,C18 | C18.6 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma | Descending Colon Cancer | ,097152f7-6c4c-59e1-be5b-30a417f6f2a9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.6
76,C18,Colon Cancer,Malignant neoplasm of colon,C18.7,Malignant neoplasm of sigmoid colon,C18 | C18.7 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma | Sigmoid Colon Cancer |,360d62cc-852a-5899-ac16-f9b9dfba84ba,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.7
77,C18,Colon Cancer,Malignant neoplasm of colon,C18.8,Malignant neoplasm of overlapping sites of colon,C18 | C18.8 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma | ,1208e9f7-383c-5571-bada-0a218704af10,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.8
78,C18,Colon Cancer,Malignant neoplasm of colon,C18.9,"Malignant neoplasm of colon, unspecified",C18 | C18.9 | Colon Cancer | Colonic Carcinoma | Colon Adenocarcinoma | ,9cae593a-a931-578c-bb37-68241ba00ef5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C18-/C18.9
79,C21,Anal Cancer,Malignant neoplasm of anus and anal canal,C21.0,"Malignant neoplasm of anus, unspecified",C21 | C21.0 | Anal Cancer | Malignant Neoplasm of Anus | Anal Carcinoma | Squamous Cell Carcinoma of Anus | SCCA | Anal Canal Cancer | Melanoma of Anus |,d93a4c13-ca63-5df1-9ef1-bdf60b3cc0ed,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C21-/C21.0
80,C21,Anal Cancer,Malignant neoplasm of anus and anal canal,C21.1,Malignant neoplasm of anal canal,C21 | C21.1 | Anal Cancer | Malignant Neoplasm of Anus | Anal Carcinoma | Squamous Cell Carcinoma of Anus | SCCA | Anal Canal Cancer | Basal Cell Carcinoma of Anus |,ed3d83a8-879d-5fba-970f-c05f4e99b4a0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C21-/C21.1
81,C21,Anal Cancer,Malignant neoplasm of anus and anal canal,C21.2,Malignant neoplasm of cloacogenic zone,C21 | C21.2 | Anal Cancer | Malignant Neoplasm of Anus | Anal Carcinoma | Squamous Cell Carcinoma of Anus | SCCA | Anal Canal Cancer | Cloacogenic Carcinoma | Basaloid Carcinoma |  Squamous Cell Carcinoma of Cloacogenic Zone,9635619c-0fad-51f8-8b8d-110a30bc92ce,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C21-/C21.2
82,C21,Anal Cancer,Malignant neoplasm of anus and anal canal,C21.8,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",C21 | C21.8 | Anal Cancer | Malignant Neoplasm of Anus | Anal Carcinoma | Squamous Cell Carcinoma of Anus | SCCA | Anal Canal Cancer | Anorectal Cancer | Rectoanal Adenocarcinoma |,98dae6b2-4a38-5ecd-9b27-935655660dc6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C21-/C21.8
83,C22,Liver cancer,Malignant neoplasm of liver and intrahepatic bile ducts,C22.0,Liver cell carcinoma,C22 | C22.0 | Liver Cancer | Liver Carcinoma | Hepatocellular carcinoma | HCC | Hepatoma |  Liver Cell Carcinoma | Malignant neoplasm of Liver | Primary Liver Cancer |,e04921f5-ddd1-59ab-91ea-30b62e2397a3,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-/C22.0
84,C22,Liver cancer,Malignant neoplasm of liver and intrahepatic bile ducts,C22.1,Intrahepatic bile duct carcinoma,C22 | C22.1 | Liver Cancer | Liver Carcinoma |  Liver Cell Carcinoma | Intrahepatic cholangiocarcinoma | ICC | Malignant neoplasm of Liver  |,83b7290f-d645-590c-8afc-f54a7cd03810,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-/C22.1
85,C22,Liver cancer,Malignant neoplasm of liver and intrahepatic bile ducts,C22.2,Hepatoblastoma,C22 | C22.2 | Liver Cancer | Liver Carcinoma  | HCC |  Intrahepatic cholangiocarcinoma | ICC | Malignant neoplasm of Liver | Hepatoblastoma | Pediatric Liver Cancer |,84a2a1a0-35c9-5e72-8b42-e53e8d44b2eb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-/C22.2
86,C22,Liver cancer,Malignant neoplasm of liver and intrahepatic bile ducts,C22.3,Angiosarcoma of liver,C22 | C22.3 | Liver Cancer | Liver Carcinoma | Hepatocellular carcinoma | HCC | Hepatoma |  Liver Cell Carcinoma | ICC | Malignant neoplasm of Liver | Hepatic Sarcoma | Liver Sarcoma | Hepatic Angiosarcoma | Angiosarcoma of Liver | Hemangiosarcoma of Liver | Malignant Vascular Tumor of Liver | Endothelial Sarcoma of Liver |,4006780c-66ca-5930-aa74-0416a6360ccb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-/C22.3
87,C22,Liver cancer,Malignant neoplasm of liver and intrahepatic bile ducts,C22.4,Other sarcomas of liver,C22 | C22.4 | Liver Cancer | Liver Carcinoma | Hepatocellular carcinoma | HCC | Hepatoma |  Liver Cell Carcinoma | Intrahepatic cholangiocarcinoma | ICC | Malignant neoplasm of Liver | Fibrosarcoma of Liver | Hepatic Fibrosarcoma | Leiomyosarcoma of Liver | Rhabdomyosarcoma of Liver | Undifferentiated Pleomorphic Sarcoma of Liver | Epithelioid Hemangioendothelioma of Liver |,65bc0ca7-ffc0-520f-9adf-6d0f22f972f7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-/C22.4
88,C22,Liver cancer,Malignant neoplasm of liver and intrahepatic bile ducts,C22.7,Other specified carcinomas of liver,C22 | C22.7 | Liver Cancer | Liver Carcinoma | Hepatocellular carcinoma | HCC | Hepatoma |  Liver Cell Carcinoma | Intrahepatic cholangiocarcinoma | ICC | Malignant neoplasm of Liver | Combined Hepatocellular-Cholangiocarcinoma | cHCC-CCA |,8aa1da46-69a1-5d5d-b6f6-dae9bb1fda97,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-/C22.7
89,C22,Liver cancer,Malignant neoplasm of liver and intrahepatic bile ducts,C22.8,"Malignant neoplasm of liver, primary, unspecified as to type",C22 | C22.8 | Liver Cancer | Liver Carcinoma | Hepatocellular carcinoma | HCC | Hepatoma |  Liver Cell Carcinoma | Intrahepatic cholangiocarcinoma | ICC | Malignant neoplasm of Liver | Mixed Hepatic Tumors | Liver and Bile Duct Overlapping Tumor |,09688de3-6d09-5d33-8a58-e6ef95be733d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-/C22.8
90,C22,Liver cancer,Malignant neoplasm of liver and intrahepatic bile ducts,C22.9,"Malignant neoplasm of liver, not specified as primary or secondary","C22 | C22.9 | Liver Cancer | Liver Carcinoma | Hepatocellular carcinoma | HCC | Hepatoma |  Liver Cell Carcinoma | Intrahepatic cholangiocarcinoma | ICC | Malignant neoplasm of Liver | Liver Tumor NOS | Primary Hepatic Malignancy NOS | Malignant Neoplasm of Liver, Unspecified | Metastatic Liver Cancer | Secondary Liver Cancer |",24d4f67e-c43b-5126-8b8d-3a3b39e9dbd4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C22-/C22.9
91,C24,Bile Duct Cancer ,Malignant neoplasm of other and unspecified parts of biliary tract,C24.0,Malignant neoplasm of extrahepatic bile duct,C24 | C24.0 | Bile Duct Cancer | Extrahepatic Bile Duct Cancer | Extrahepatic Cholangiocarcinoma | Perihilar Cholangiocarcinoma | Klatskin Tumor | Distal Cholangiocarcinoma | Malignant Neoplasm of Extrahepatic Bile Duct,ea21a5e3-c573-5dc9-83b5-7cc190358529,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C24-/C24.0
92,C24,Bile Duct Cancer ,Malignant neoplasm of other and unspecified parts of biliary tract,C24.1,Malignant neoplasm of ampulla of Vater,C24 | C24.1 | Bile Duct Cancer | Cholangiocarcinoma | CCA | Malignant Neoplasm of Bile Duct | Biliary Cancer |  Ampullary Cancer | Malignant Neoplasm of Ampulla of Vater | Ampullary Carcinoma | Periampullary Cancer | Adenocarcinoma of Ampulla of Vater  |,da2382e1-6b2c-5193-9520-13a6c79d94b9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C24-/C24.1
93,C24,Bile Duct Cancer ,Malignant neoplasm of other and unspecified parts of biliary tract,C24.8,Malignant neoplasm of overlapping sites of biliary tract,C24 | C24.8 | Bile Duct Cancer |  Malignant Neoplasm of Bile Duct | Biliary Cancer | Malignant Neoplasm of Overlapping Sites of Biliary Tract | Mixed Cholangiocarcinoma | Biliary Tract Carcinoma | Multifocal Biliary Cancer,b1078fbd-cbbc-5186-9fed-5020b6abe036,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C24-/C24.8
94,C24,Bile Duct Cancer ,Malignant neoplasm of other and unspecified parts of biliary tract,C24.9,"Malignant neoplasm of biliary tract, unspecified","C24 | C24.9 | Bile Duct Cancer | Cholangiocarcinoma | CCA | Malignant Neoplasm of Bile Duct | Biliary Cancer | Malignant Neoplasm of Biliary Tract, Unspecified | Unspecified Cholangiocarcinoma | Biliary Tract Cancer NOS",2ec7fd04-64bf-5557-86df-e35c9789b6a6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C24-/C24.9
95,C25,Pancreatic cancer,Malignant neoplasm of pancreas,C25.0,Malignant neoplasm of head of pancreas,C25 | C25.0 | Pancreatic cancer | Pancreatic Carcinoma | Pancreatic Adenocarcinoma | PDAC |  Pancreatic Head Carcinoma | Adenocarcinoma of Pancreatic Head |,df542181-bd70-5d9e-b147-09604ed5a752,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-/C25.0
96,C25,Pancreatic cancer,Malignant neoplasm of pancreas,C25.1,Malignant neoplasm of body of pancreas,C25 | C25.1 | Pancreatic cancer | Pancreatic Carcinoma | Pancreatic Adenocarcinoma | PDAC |  Pancreatic Body Carcinoma | Adenocarcinoma of Pancreatic Body |,fc98062d-b8c8-5596-ace1-109fa887367c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-/C25.1
97,C25,Pancreatic cancer,Malignant neoplasm of pancreas,C25.2,Malignant neoplasm of tail of pancreas,C25 | C25.2 | Pancreatic cancer | Pancreatic Carcinoma | Pancreatic Adenocarcinoma | PDAC |  Malignant Neoplasm of Tail of Pancreas | Pancreatic Tail Carcinoma | Adenocarcinoma of Pancreatic Tail |,e508e5c2-fbc6-502f-94ae-381571e21ba1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-/C25.2
98,C25,Pancreatic cancer,Malignant neoplasm of pancreas,C25.3,Malignant neoplasm of pancreatic duct,C25 | C25.3 | Pancreatic cancer | Pancreatic Carcinoma | Pancreatic Adenocarcinoma | PDAC |Endocrine Pancreatic Tumor | Pancreatic Ductal Adenocarcinoma | PDAC |,dc405dda-3e80-5cba-b987-8be4161f966f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-/C25.3
99,C25,Pancreatic cancer,Malignant neoplasm of pancreas,C25.4,Malignant neoplasm of endocrine pancreas,C25 | C25.4 | Pancreatic cancer | Pancreatic Carcinoma | Pancreatic Adenocarcinoma | PDAC |Endocrine Pancreatic Tumor | Pancreatic Neuroendocrine Tumor | PNET |  Islet Cell Carcinoma |,9fb3d20d-4638-571a-88fc-e2df5d7a19ce,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-/C25.4
100,C25,Pancreatic cancer,Malignant neoplasm of pancreas,C25.7,Malignant neoplasm of other parts of pancreas,C25 | C25.7 | Pancreatic cancer | Pancreatic Carcinoma | Pancreatic Adenocarcinoma | PDAC |  Rare Pancreatic Tumors |,10f28e52-2d1b-508e-86ef-8f1e2f0b8291,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-/C25.7
101,C25,Pancreatic cancer,Malignant neoplasm of pancreas,C25.8,Malignant neoplasm of overlapping sites of pancreas,C25 | C25.8 | Pancreatic cancer | Pancreatic Carcinoma | Pancreatic Adenocarcinoma | PDAC |Endocrine Pancreatic Tumor  |  Multifocal Pancreatic Cancer | ,b268e4b7-4a50-58dd-9cf5-a98764230b9d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-/C25.8
102,C25,Pancreatic cancer,Malignant neoplasm of pancreas,C25.9,"Malignant neoplasm of pancreas, unspecified",C25 | C25.9 | Pancreatic cancer | Pancreatic Carcinoma | Pancreatic Adenocarcinoma | PDAC | Unspecified Pancreatic Carcinoma | Pancreatic Tumor NOS |,d04f7060-c54b-5bf1-be02-a6a91c29bf2e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C15-C26/C25-/C25.9
103,C31,Sinus Cancer,Malignant neoplasm of accessory sinuses,C31.0,Malignant neoplasm of maxillary sinus,C31 | C31.0 | Sinus Cancer | Malignant Neoplasm of Sinus | Maxillary Sinus Cancer |Maxillary Sinus Carcinoma | Maxillary Sinus Tumor |,a2eb050b-57fd-5765-b771-6a2753bf4382,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-/C31.0
104,C31,Sinus Cancer,Malignant neoplasm of accessory sinuses,C31.1,Malignant neoplasm of ethmoidal sinus,C31 | C31.1 | Sinus Cancer | Malignant Neoplasm of Sinus | Sinonasal Cancer| Ethmoidal Sinus Cancer | Ethmoid Sinus Carcinoma | Ethmoidal Sinus Tumor | ,c62c9b25-79e3-536a-a71b-13b09017c3f4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-/C31.1
105,C31,Sinus Cancer,Malignant neoplasm of accessory sinuses,C31.2,Malignant neoplasm of frontal sinus,C31 | C31.2 | Sinus Cancer | Malignant Neoplasm of Sinus | Sinonasal Cancer| Frontal Sinus Cancer | Frontal Sinus Carcinoma | Frontal Sinus Tumor |,370099a3-74b3-5248-adea-422ed2995960,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-/C31.2
106,C31,Sinus Cancer,Malignant neoplasm of accessory sinuses,C31.3,Malignant neoplasm of sphenoid sinus,C31 | C31.3 | Sinus Cancer | Malignant Neoplasm of Sinus | Sinonasal Cancer | Sphenoid Sinus Cancer | Sphenoidal Sinus Cancer | Sphenoid Sinus Carcinoma | Sphenoidal Sinus Tumor,e3a298f8-120c-5a88-822d-5545e14f1a25,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-/C31.3
107,C31,Sinus Cancer,Malignant neoplasm of accessory sinuses,C31.8,Malignant neoplasm of overlapping sites of accessory sinuses,C31 | C31.8 | Sinus Cancer | Malignant Neoplasm of Sinus | Sinonasal Cancer| Multifocal Paranasal Sinus Cancer | Overlapping Paranasal Sinus Tumors |,45fea247-f872-5f0e-b0ea-53fb7622d0ec,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-/C31.8
108,C31,Sinus Cancer,Malignant neoplasm of accessory sinuses,C31.9,"Malignant neoplasm of accessory sinus, unspecified","C31 | C31.9 | Sinus Cancer | Malignant Neoplasm of Sinus | Sinonasal Cancer|  Malignant Neoplasm of Accessory Sinus, Unspecified | Unspecified Paranasal Sinus Cancer | Paranasal Sinus Tumor NOS |",080819cf-6b02-5736-b281-51a0e1ab4e33,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C31-/C31.9
109,C32,Laryngeal cancer,Malignant neoplasm of larynx,C32.0,Malignant neoplasm of glottis,C32 | C32.0 | Laryngeal Cancer | Malignant Neoplasm of Larynx | Laryngeal Carcinoma | Laryngeal Squamous Cell Carcinoma | LSCC | Glottic Cancer | Vocal Cord Cancer | Voice Box Cancer | Cancer of Vocal Cords | Laryngeal Glottis Carcinoma |,91ce068d-b803-58f0-9d86-41504c80874b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.0
110,C32,Laryngeal cancer,Malignant neoplasm of larynx,C32.1,Malignant neoplasm of supraglottis,C32 | C32.1 | Laryngeal Cancer | Malignant Neoplasm of Larynx | Laryngeal Carcinoma | Laryngeal Squamous Cell Carcinoma | LSCC | Glottic Cancer | Supraglottic Cancer | Supraglottic Laryngeal Carcinoma |,b7b22e85-0e91-59cd-9dab-342d07f16971,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.1
111,C32,Laryngeal cancer,Malignant neoplasm of larynx,C32.2,Malignant neoplasm of subglottis,C32 | C32.2 | Laryngeal Cancer | Malignant Neoplasm of Larynx | Laryngeal Carcinoma | Laryngeal Squamous Cell Carcinoma | LSCC | Subglottic Cancer | sub-glottic cancer | sub glottic cancer | Subglottic Laryngeal Carcinoma,30532c0f-9b0a-5aa4-94e0-b4602adcb288,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.2
112,C32,Laryngeal cancer,Malignant neoplasm of larynx,C32.3,Malignant neoplasm of laryngeal cartilage,C32 | C32.3 | Laryngeal Cancer | Malignant Neoplasm of Larynx | Laryngeal Carcinoma | Laryngeal Squamous Cell Carcinoma | LSCC | Laryngeal Cartilage Cancer |,3283023d-9943-548e-88ad-d73d0a5fdf76,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.3
113,C32,Laryngeal cancer,Malignant neoplasm of larynx,C32.8,Malignant neoplasm of overlapping sites of larynx,C32 | C32.8 | Laryngeal Cancer | Malignant Neoplasm of Larynx | Laryngeal Carcinoma | Laryngeal Squamous Cell Carcinoma | LSCC | Glottic Cancer | Multifocal Laryngeal Cancer |,0fcffb12-8738-5d63-a1e3-92e714d60c16,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.8
114,C32,Laryngeal cancer,Malignant neoplasm of larynx,C32.9,"Malignant neoplasm of larynx, unspecified",C32 | C32.9 | Laryngeal Cancer | Malignant Neoplasm of Larynx | Laryngeal Carcinoma | Laryngeal Squamous Cell Carcinoma | LSCC |  Unspecified Laryngeal Carcinoma | Laryngeal Tumor NOS |,fc8a4081-2748-5189-9d2c-9a61a9f3be25,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C32-/C32.9
115,C34,Lung Cancer,Malignant neoplasm of bronchus and lung,C34.0,Malignant neoplasm of main bronchus,C34 | C34.0 | Lung Cancer | Pulmonary Cancer | Malignant Neoplasm of Lung | Lung Carcinoma | Non-Small Cell Lung Cancer | NSCLC | Small Cell Lung Cancer | SCLC | Adenocarcinoma of Lung | Bronchogenic Carcinoma | Small-Cell Lung Cancer | Small Cell Lung Cancer | Non small cell lung cancer |,832af14f-2e9f-5590-a901-0b797184b4c0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.0
116,C34,Lung Cancer,Malignant neoplasm of bronchus and lung,C34.00,Malignant neoplasm of unspecified main bronchus,"C34 | C34.00 | Lung Cancer | Pulmonary Cancer | Malignant Neoplasm of Lung | Lung Carcinoma | Non-Small Cell Lung Cancer | NSCLC | Small Cell Lung Cancer | SCLC | Adenocarcinoma of Lung | Bronchogenic Carcinoma | Small-Cell Lung Cancer | Small Cell Lung Cancer | Non small cell lung cancer | Malignant Neoplasm of Main Bronchus, Unspecified  |",e85df83e-c9f1-57c7-8297-9c22473efb6f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.00
117,C34,Lung Cancer,Malignant neoplasm of bronchus and lung,C34.01,Malignant neoplasm of right main bronchus,C34 | C34.01 | Lung Cancer | Pulmonary Cancer  | Malignant Neoplasm of Right Main Bronchus | Lung Carcinoma | NSCLC | SCLC | Adenocarcinoma of Lung | Bronchogenic Carcinoma | Small-Cell Lung Cancer,4fd82266-d9e4-5e2c-952f-208fcb0824ef,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.01
118,C34,Lung Cancer,Malignant neoplasm of bronchus and lung,C34.02,Malignant neoplasm of left main bronchus,C34 | C34.02 | Lung Cancer | Pulmonary Cancer | Malignant Neoplasm of Lung | Lung Carcinoma | Non-Small Cell Lung Cancer | NSCLC | Small Cell Lung Cancer | SCLC | Adenocarcinoma of Lung | Bronchogenic Carcinoma | Small-Cell Lung Cancer | Small Cell Lung Cancer | Non small cell lung cancer | Malignant Neoplasm of Left Main Bronchus | Lung Carcinoma |,921c3d0d-cda3-573c-81e7-f0fe661e1ed2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.02
119,C34,Lung Cancer,Malignant neoplasm of bronchus and lung,C34.1,"Malignant neoplasm of upper lobe, bronchus or lung",C34 | C34.1 | Lung Cancer | Pulmonary Cancer | Malignant Neoplasm of Lung | Lung Carcinoma | Non-Small Cell Lung Cancer | NSCLC | Small Cell Lung Cancer | SCLC | Adenocarcinoma of Lung | Bronchogenic Carcinoma | Small-Cell Lung Cancer | Small Cell Lung Cancer | Non small cell lung cancer |  Malignant Neoplasm of Upper Lobe of Lung |,679d08b6-b3c0-5344-bfd5-d9ce32cbf9a7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C30-C39/C34-/C34.1
