Column1,code_2,Unnamed: 2,description_2,code_3,description_3,id,link,Category
1053,C85,,Other specified and unspecified types of non-Hodgkin lymphoma,C85.95,"Non-Hodgkin lymphoma, unspecified lymph nodes of inguinal region and lower limb",c3e6cbcb-f697-5645-82bc-8aa8c298c127,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.95,Lymphoma
1054,C85,,Other specified and unspecified types of non-Hodgkin lymphoma,C85.96,"Non-Hodgkin lymphoma, unspecified intrapelvic lymph nodes",a47ce4ba-ac0d-553b-ad00-c67fe1662f1e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.96,Lymphoma
1055,C85,,Other specified and unspecified types of non-Hodgkin lymphoma,C85.97,"Non-Hodgkin lymphoma, unspecified spleen",ed2ddcea-0db9-5b22-b493-40022fdc68c4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.97,Lymphoma
1056,C85,,Other specified and unspecified types of non-Hodgkin lymphoma,C85.98,"Non-Hodgkin lymphoma, unspecified lymph nodes of multiple sites",44dd0e9f-082c-504c-9ca3-3db6c3f378ce,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.98,Lymphoma
1057,C85,,Other specified and unspecified types of non-Hodgkin lymphoma,C85.99,"Non-Hodgkin lymphoma, unspecified extranodal and solid organ sites",91c0212e-7c28-516b-9fd7-edad1884e974,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.99,Lymphoma
1058,C85,,Other specified and unspecified types of non-Hodgkin lymphoma,C85.9A,"Non-Hodgkin lymphoma, unspecified in remission",0cd4a21a-b8e7-5ac5-971c-4b2cdce90cef,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.9A,Lymphoma
1059,C86,,Other specified types of T/NK-cell lymphoma,C86.0,"Extranodal NK/T-cell lymphoma, nasal type",8ec17c43-a28f-5672-a707-f2b661d3e131,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.0,T/NK-Cell Lymphoma
1060,C86,,Other specified types of T/NK-cell lymphoma,C86.00,"Extranodal NK/T-cell lymphoma, nasal type not having achieved remission",1cdf8857-77f0-56ae-b3ab-00414f225dfe,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.00,T/NK-Cell Lymphoma
1061,C86,,Other specified types of T/NK-cell lymphoma,C86.01,"Extranodal NK/T-cell lymphoma, nasal type in remission",20f0be78-cbac-5fa4-af95-7aa127dc1e29,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.01,T/NK-Cell Lymphoma
1062,C86,,Other specified types of T/NK-cell lymphoma,C86.1,Hepatosplenic T-cell lymphoma,8627141a-5e1e-5fe4-bb99-97134fba3603,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.1,T/NK-Cell Lymphoma
1063,C86,,Other specified types of T/NK-cell lymphoma,C86.10,Hepatosplenic T-cell lymphoma not having achieved remission,14dccbae-9820-52df-88fc-0b5ace8130b2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.10,T/NK-Cell Lymphoma
1113,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.32,Solitary plasmacytoma in relapse,593b0234-6911-58f3-be25-4bc9c86b41d8,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.32,Multiple Myeloma
1064,C86,,Other specified types of T/NK-cell lymphoma,C86.11,Hepatosplenic T-cell lymphoma in remission,281d4e02-df6b-5d9c-8d45-c4fbad5b6590,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.11,T/NK-Cell Lymphoma
1065,C86,,Other specified types of T/NK-cell lymphoma,C86.2,Enteropathy-type (intestinal) T-cell lymphoma,95649fba-43b0-5a68-8304-5ce572d528f1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.2,T/NK-Cell Lymphoma
1066,C86,,Other specified types of T/NK-cell lymphoma,C86.20,Enteropathy-type (intestinal) T-cell lymphoma not having achieved remission,dc567c4b-3166-5211-8d47-7215b4231035,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.20,T/NK-Cell Lymphoma
1067,C86,,Other specified types of T/NK-cell lymphoma,C86.21,Enteropathy-type (intestinal) T-cell lymphoma in remission,de931115-4125-5e97-80d7-8b745cd2fb0e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.21,T/NK-Cell Lymphoma
1068,C86,,Other specified types of T/NK-cell lymphoma,C86.3,Subcutaneous panniculitis-like T-cell lymphoma,d0cb45f2-756d-56f8-8080-d0d19a91ab98,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.3,T/NK-Cell Lymphoma
1069,C86,,Other specified types of T/NK-cell lymphoma,C86.30,Subcutaneous panniculitis-like T-cell lymphoma not having achieved remission,d78946a6-d8c1-5331-970e-d60766f60695,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.30,T/NK-Cell Lymphoma
1070,C86,,Other specified types of T/NK-cell lymphoma,C86.31,Subcutaneous panniculitis-like T-cell lymphoma in remission,fe956274-8e55-58fb-b5a2-95a76ee0694b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.31,T/NK-Cell Lymphoma
1071,C86,,Other specified types of T/NK-cell lymphoma,C86.4,Blastic NK-cell lymphoma,12087486-f503-5d7d-bb15-28d8cba90ecc,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.4,T/NK-Cell Lymphoma
1072,C86,,Other specified types of T/NK-cell lymphoma,C86.40,Blastic NK-cell lymphoma not having achieved remission,079633fb-e152-5eb9-9f73-fd72fd1e3f43,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.40,T/NK-Cell Lymphoma
1073,C86,,Other specified types of T/NK-cell lymphoma,C86.41,Blastic NK-cell lymphoma in remission,7aff6c49-9f76-5a7d-9b5d-dae932effeae,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.41,T/NK-Cell Lymphoma
1074,C86,,Other specified types of T/NK-cell lymphoma,C86.5,Angioimmunoblastic T-cell lymphoma,dc670533-f067-5bee-b082-c6061ae8cd61,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.5,T/NK-Cell Lymphoma
1075,C86,,Other specified types of T/NK-cell lymphoma,C86.50,Angioimmunoblastic T-cell lymphoma not having achieved remission,6d11ae85-7e64-5692-b338-caacbee7d46e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.50,T/NK-Cell Lymphoma
1076,C86,,Other specified types of T/NK-cell lymphoma,C86.51,Angioimmunoblastic T-cell lymphoma in remission,0617b10f-13e1-5543-af50-57c03e1502a7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.51,T/NK-Cell Lymphoma
1077,C86,,Other specified types of T/NK-cell lymphoma,C86.6,Primary cutaneous CD30-positive T-cell proliferations,8759c359-13b6-5bfa-8077-80239a57ea85,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.6,T/NK-Cell Lymphoma
1078,C86,,Other specified types of T/NK-cell lymphoma,C86.60,Primary cutaneous CD30-positive T-cell proliferations not having achieved remission,98fcfb5d-a8d2-5508-aa3d-997db1a2d391,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.60,T/NK-Cell Lymphoma
1079,C86,,Other specified types of T/NK-cell lymphoma,C86.61,Primary cutaneous CD30-positive T-cell proliferations in remission,efcfc19e-5579-5a84-9525-82b30f508ef8,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C86-/C86.61,T/NK-Cell Lymphoma
1080,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.0,Waldenstr̦m macroglobulinemia,3bc9b924-2eb2-53de-a343-2a53a3764afe,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.0,Lymphoma
1081,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.00,Waldenstr̦m macroglobulinemia not having achieved remission,e0eadd6c-51ec-503d-9a5c-25cc3990b6af,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.00,Lymphoma
1082,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.01,Waldenstr̦m macroglobulinemia in remission,dcd3886a-4a3d-5193-9bb2-d8fb0cbdfa21,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.01,Lymphoma
1083,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.2,Heavy chain disease,3be523d6-6c50-5cd9-bdb0-9dac04d1bfab,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.2,Lymphoma
1084,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.20,Heavy chain disease not having achieved remission,0a9c97c5-b531-5058-b36c-3dfdaba912e2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.20,Lymphoma
1085,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.21,Heavy chain disease in remission,efeda0c7-06f2-5607-b54a-8029fc2f8e2d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.21,Lymphoma
1086,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.3,Immunoproliferative small intestinal disease,3aa8fb66-3ae2-5078-9295-ac0ceb7db227,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.3,Lymphoma
1087,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.30,Immunoproliferative small intestinal disease not having achieved remission,eb7c9e16-e056-559b-92d1-bccf41879075,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.30,Lymphoma
1088,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.31,Immunoproliferative small intestinal disease in remission,2f1d6510-0b3f-5025-bd81-358c31ac511a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.31,Lymphoma
1089,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.4,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],2f052440-8451-5790-9525-38c58fff89cb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.4,Lymphoma
1090,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.40,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma] not having achieved remission,c8f19a32-48ab-5b47-9e5c-f1db6b445837,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.40,Lymphoma
1091,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.41,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma] in remission,ffd5fdf6-1329-506b-a4c9-cb437434bb0e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.41,Lymphoma
1092,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.8,Other malignant immunoproliferative diseases,9beca6f9-478d-54e1-997a-713d58fb9d5c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.8,Lymphoma
1093,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.80,Other malignant immunoproliferative diseases not having achieved remission,b69eaac3-3e74-50df-8c4c-6e9b177a3cb0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.80,Lymphoma
1094,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.81,Other malignant immunoproliferative diseases in remission,2631c0e7-cd99-5265-9b5f-768222cf5e75,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.81,Lymphoma
1095,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.9,"Malignant immunoproliferative disease, unspecified",b57d523b-9ef8-5135-aa7b-4bceb40efde5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.9,Lymphoma
1096,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.90,"Malignant immunoproliferative disease, unspecified not having achieved remission",a06a41af-ff1d-5054-b979-080e1ba9651a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.90,Lymphoma
1097,C88,,Malignant immunoproliferative diseases and certain other B-cell lymphomas,C88.91,"Malignant immunoproliferative disease, unspecified in remission",3cd35e9f-41f7-5d2b-9636-37b249f36d45,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C88-/C88.91,Lymphoma
1098,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.0,Multiple myeloma,e4c777f5-f7c9-506b-8a4a-3b5364a05f73,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.0,Multiple Myeloma
1099,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.00,Multiple myeloma not having achieved remission,236316dc-3574-5273-b900-6091423f56bc,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.00,Multiple Myeloma
1100,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.01,Multiple myeloma in remission,24f4ae58-848f-5461-9a55-a8f590175c1d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.01,Multiple Myeloma
1101,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.02,Multiple myeloma in relapse,69990eff-b5a6-57fc-9e67-a0ee5834aa41,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.02,Multiple Myeloma
1102,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.1,Plasma cell leukemia,8f85f92d-61d7-563c-9a94-e164c8383396,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.1,Multiple Myeloma
1103,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.10,Plasma cell leukemia not having achieved remission,2aa1a56c-e9ee-5e61-b1c5-e936c2d29f45,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.10,Multiple Myeloma
1104,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.11,Plasma cell leukemia in remission,6105a694-de14-504f-a64a-44534fd8d9e5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.11,Multiple Myeloma
1105,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.12,Plasma cell leukemia in relapse,3fcefb1c-d139-59b0-9921-9411c45da5dc,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.12,Multiple Myeloma
1106,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.2,Extramedullary plasmacytoma,ece5a057-d929-5dd9-817f-2db354c37701,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.2,Multiple Myeloma
1107,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.20,Extramedullary plasmacytoma not having achieved remission,4b4470c4-a40e-51f9-9f9c-9698a623f740,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.20,Multiple Myeloma
1108,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.21,Extramedullary plasmacytoma in remission,d2258427-7cf0-539b-892b-96b7cd2ceaf8,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.21,Multiple Myeloma
1109,C90,,Multiple myeloma and malignant plasma cell neoplasms,C90.22,Extramedullary plasmacytoma in relapse,64e1d1cd-2d91-54f5-be26-b83e76066696,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.22,Multiple Myeloma
1114,C91,,Lymphoid Leukemia,C91.0,Acute lymphoblastic leukemia [ALL],b006fdd8-72eb-59d1-a9e0-3ec26f0a0c7b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.0,Leukemia
1115,C91,,Lymphoid Leukemia,C91.00,Acute lymphoblastic leukemia not having achieved remission,bb063f70-a856-5314-ae4f-ce10fe50ecba,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.00,Leukemia
1116,C91,,Lymphoid Leukemia,C91.01,"Acute lymphoblastic leukemia, in remission",b71a9e74-6b38-53f0-9dda-fcc3e802cbed,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.01,Leukemia
1117,C91,,Lymphoid Leukemia,C91.02,"Acute lymphoblastic leukemia, in relapse",3241c40c-8a96-5fc6-ad4a-5acdfb515953,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.02,Leukemia
1118,C91,,Lymphoid Leukemia,C91.1,Chronic lymphocytic leukemia of B-cell type,1a29ad46-cf80-52c7-ae86-eba428dbe520,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.1,Leukemia
1119,C91,,Lymphoid Leukemia,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,bddc8895-6ee3-5c2d-be51-0e031a53105c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.10,Leukemia
1120,C91,,Lymphoid Leukemia,C91.11,Chronic lymphocytic leukemia of B-cell type in remission,97ab262e-0032-5450-a220-f70e498d2d67,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.11,Leukemia
1162,C92,,Myeloid Leukemia ,C92.3,Myeloid sarcoma,a38ede0f-1442-556a-90ea-66c8016fe62e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.3,Leukemia
1121,C91,,Lymphoid Leukemia,C91.12,Chronic lymphocytic leukemia of B-cell type in relapse,f7fc0b57-91e1-575b-a85e-12d65dc23b78,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.12,Leukemia
1122,C91,,Lymphoid Leukemia,C91.3,Prolymphocytic leukemia of B-cell type,576afcb8-7fc9-5496-9cc4-550d0d4fd377,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.3,Leukemia
1123,C91,,Lymphoid Leukemia,C91.30,Prolymphocytic leukemia of B-cell type not having achieved remission,a7234779-cdaf-540e-9343-8e716176c1a7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.30,Leukemia
1124,C91,,Lymphoid Leukemia,C91.31,Prolymphocytic leukemia of B-cell type in remission,c5194dcd-355e-5f5f-840f-55af3f1f9845,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.31,Leukemia
1125,C91,,Lymphoid Leukemia,C91.32,Prolymphocytic leukemia of B-cell type in relapse,8b5b9fbb-dbdd-5e2d-8f83-675d233b667f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.32,Leukemia
1126,C91,,Lymphoid Leukemia,C91.4,Hairy cell leukemia,34e6646c-22a1-5db0-a515-f37fc13b9321,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.4,Leukemia
1127,C91,,Lymphoid Leukemia,C91.40,Hairy cell leukemia not having achieved remission,7b0fa73a-9a58-5d34-9b81-930e2a2dfff7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.40,Leukemia
1163,C92,,Myeloid Leukemia ,C92.30,Myeloid sarcoma not having achieved remission,15dafbf7-3524-59c9-ae76-32a2d0954762,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.30,Leukemia
1128,C91,,Lymphoid Leukemia,C91.41,Hairy cell leukemia in remission,31770d1f-07bc-50b8-a4b5-b55a4fbe587a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.41,Leukemia
1129,C91,,Lymphoid Leukemia,C91.42,Hairy cell leukemia in relapse,d6609428-2fd7-5969-925a-f6d2b03f9d19,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.42,Leukemia
1130,C91,,Lymphoid Leukemia,C91.5,Adult T-cell lymphoma/leukemia (HTLV-1-associated),34fbd187-6cf3-58b3-b58f-fe6d48a01f7c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.5,Leukemia
1131,C91,,Lymphoid Leukemia,C91.50,Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission,e8dbf615-253c-5bf9-a93b-c872c0c6f2ed,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.50,Leukemia
1132,C91,,Lymphoid Leukemia,C91.51,Adult T-cell lymphoma/leukemia (HTLV-1-associated) in remission,2fc68e12-50ab-5df3-abd6-6f1cd7eda0bb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.51,Leukemia
1133,C91,,Lymphoid Leukemia,C91.52,Adult T-cell lymphoma/leukemia (HTLV-1-associated) in relapse,4c806636-aecf-5613-b67e-afafadc0cac4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.52,Leukemia
1134,C91,,Lymphoid Leukemia,C91.6,Prolymphocytic leukemia of T-cell type,13660ce9-3205-50b9-8005-ba9f0b56a3c4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.6,Leukemia
1164,C92,,Myeloid Leukemia ,C92.31,Myeloid sarcoma in remission,a7bcceb8-f7b7-5750-8033-10f7c71ef0ba,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.31,Leukemia
1135,C91,,Lymphoid Leukemia,C91.60,Prolymphocytic leukemia of T-cell type not having achieved remission,ee148d89-eb59-5374-ab61-e29202ee902d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.60,Leukemia
1136,C91,,Lymphoid Leukemia,C91.61,Prolymphocytic leukemia of T-cell type in remission,a721e5f7-e1d3-5c94-aed6-cd79fb214944,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.61,Leukemia
1137,C91,,Lymphoid Leukemia,C91.62,Prolymphocytic leukemia of T-cell type in relapse,b0110f66-af77-55ac-a0a5-679c32f8b3d0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.62,Leukemia
1138,C91,,Lymphoid Leukemia,C91.A,Mature B-cell leukemia Burkitt-type,529944f3-83e7-56bb-acfc-178768685761,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.A,Leukemia
1139,C91,,Lymphoid Leukemia,C91.A0,Mature B-cell leukemia Burkitt-type not having achieved remission,e5adf8ef-696d-52f6-a28a-962751930c01,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.A0,Leukemia
1140,C91,,Lymphoid Leukemia,C91.A1,Mature B-cell leukemia Burkitt-type in remission,5a88ca3c-7841-5808-aee7-50c69315e4e4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.A1,Leukemia
3,E78,,Disorders of lipoprotein metabolism and other lipidemias,E78.01,Familial hypercholesterolemia,de87119c-e39c-5a24-b459-368f1f91bb79,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.01,Lipid Disorder
4,E78,,Disorders of lipoprotein metabolism and other lipidemias,E78.1,Pure hyperglyceridemia,db2a54a5-fb30-5dcd-877a-18c8c2fcd3b2,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.1,Lipid Disorder
1141,C91,,Lymphoid Leukemia,C91.A2,Mature B-cell leukemia Burkitt-type in relapse,9b7f2b06-7656-5a97-8633-7d42fe28384d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.A2,Leukemia
1165,C92,,Myeloid Leukemia ,C92.32,Myeloid sarcoma in relapse,48ff27f2-30e7-514c-9750-418ec228e40d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.32,Leukemia
1142,C91,,Lymphoid Leukemia,C91.Z,Other lymphoid leukemia,adb3c0ea-40f7-58bc-a6d6-b294beeac68e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.Z,Leukemia
1143,C91,,Lymphoid Leukemia,C91.Z0,Other lymphoid leukemia not having achieved remission,11d4b947-a78a-5ba0-a68b-5427645747b2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.Z0,Leukemia
1144,C91,,Lymphoid Leukemia,C91.Z1,Other lymphoid leukemia in remission,300c0883-55df-539d-8e08-cc80e0bfc6f9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.Z1,Leukemia
1145,C91,,Lymphoid Leukemia,C91.Z2,Other lymphoid leukemia in relapse,db9c48a0-5b68-526b-9139-b20e79d45534,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.Z2,Leukemia
1146,C91,,Lymphoid Leukemia,C91.9,"Lymphoid Leukemia, unspecified",eb05d763-8b99-597e-9beb-eb263265e72a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.9,Leukemia
1147,C91,,Lymphoid Leukemia,C91.90,"Lymphoid Leukemia, unspecified not having achieved remission",845f7108-a0d8-5f96-9b6f-81029bde5776,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.90,Leukemia
1148,C91,,Lymphoid Leukemia,C91.91,"Lymphoid Leukemia, unspecified in remission",cc65b0c5-f378-5bfb-b35f-8021d5efd5b5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.91,Leukemia
1166,C92,,Myeloid Leukemia ,C92.4,Acute promyelocytic leukemia,d03de25b-ffd6-58f8-8a25-ab5088181951,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.4,Leukemia
1149,C91,,Lymphoid Leukemia,C91.92,"Lymphoid Leukemia, unspecified in relapse",0c87b661-bf2a-563d-931b-414228ad4e50,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C91-/C91.92,Leukemia
1150,C92,,Myeloid Leukemia ,C92.0,Acute myeloblastic leukemia,f88bcea9-60de-543e-bb82-685d40e9eb83,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.0,Leukemia
1151,C92,,Myeloid Leukemia ,C92.00,Acute myeloblastic leukemia not having achieved remission,0c8eab3b-bcef-5b67-95ed-0daf5dda25f6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.00,Leukemia
1152,C92,,Myeloid Leukemia ,C92.01,Acute myeloblastic leukemia in remission,8f79c18d-1dca-5e5d-80d1-ee7e6160132a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.01,Leukemia
1153,C92,,Myeloid Leukemia ,C92.02,Acute myeloblastic leukemia in relapse,75836212-39b7-5135-9a59-82f19d1c0b33,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.02,Leukemia
1154,C92,,Myeloid Leukemia ,C92.1,"Chronic myeloid leukemia, BCR/ABL-positive",b7c2c238-12b0-5d10-b53e-5067a140a8ce,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.1,Leukemia
